Variable1,Variable2,Correlation,AbsCorrelation,Flag
S&P500,USD_KRW,0.6769386481374559,0.6769386481374559,Normal
Transaction_Value,Nikkei225,0.6758282251697136,0.6758282251697136,Normal
Nikkei225,KR_GDP,0.6734452703843586,0.6734452703843586,Normal
US_GDP,US_Interest_Rate_3Y,0.6733964555445088,0.6733964555445088,Normal
Low,S&P500,0.6664583662213585,0.6664583662213585,Normal
High,S&P500,0.6656758394535933,0.6656758394535933,Normal
Open,S&P500,0.665641680837139,0.665641680837139,Normal
US_Interest_Rate_10Y,KR_Interest_Rate_3Y,0.6651387303547528,0.6651387303547528,Normal
ATR_14,US_M2,0.6602991201872626,0.6602991201872626,Normal
US_Interest_Rate_10Y,KR_Interest_Rate_10Y,0.6580856273947839,0.6580856273947839,Normal
KR_Interest_Rate_10Y,KR_Spread_10Y_3Y,-0.6505301507000009,0.6505301507000009,Normal
US_UNRATE,KR_Interest_Rate_10Y,-0.6483213992876702,0.6483213992876702,Normal
High,US_M2,0.646178589300733,0.646178589300733,Normal
Open,US_M2,0.6442193209107016,0.6442193209107016,Normal
S&P500,KR_GDP,0.6437136901424464,0.6437136901424464,Normal
Low,US_M2,0.642621967994535,0.642621967994535,Normal
Nikkei225,US_M2,0.6425303795224745,0.6425303795224745,Normal
ATR_14,MACD_Signal,0.6352672805956523,0.6352672805956523,Normal
MACD_Signal,S&P500,0.634885033678216,0.634885033678216,Normal
TaiwanWeighted,USD_KRW,0.6319924309117642,0.6319924309117642,Normal
High,Volatility_20,0.625969016413727,0.625969016413727,Normal
Dollar_Index,US_Interest_Rate_10Y,0.6258888220322987,0.6258888220322987,Normal
Open,Volatility_20,0.622968066794028,0.622968066794028,Normal
Low,Volatility_20,0.617875389344693,0.617875389344693,Normal
MACD,S&P500,0.616841835363303,0.616841835363303,Normal
KR_CPI,KR_Interest_Rate_3Y,0.6107260341563179,0.6107260341563179,Normal
RSI_14,MACD,0.6055548530777377,0.6055548530777377,Normal
Nikkei225,KR_CPI,0.6044325549977584,0.6044325549977584,Normal
Volatility_20,TaiwanWeighted,0.5973022821956864,0.5973022821956864,Normal
KR_CPI,KR_Interest_Rate_10Y,0.5891061581411859,0.5891061581411859,Normal
US_Interest_Rate_3Y,US_UNRATE,-0.5791559734241647,0.5791559734241647,Normal
Volatility_20,US_M2,0.5780867571079509,0.5780867571079509,Normal
ATR_14,MACD,0.5763066606063365,0.5763066606063365,Normal
USD_KRW,US_M2,0.5723048929439457,0.5723048929439457,Normal
US_GDP,US_M2,0.5643990871294811,0.5643990871294811,Normal
Transaction_Value,S&P500,0.560671335029011,0.560671335029011,Normal
ATR_14,S&P500,0.5581828972351555,0.5581828972351555,Normal
Volatility_20,Nikkei225,0.5566529144844657,0.5566529144844657,Normal
Nikkei225,US_Interest_Rate_10Y,0.5517807359542891,0.5517807359542891,Normal
Dollar_Index,KR_CPI,0.5508062767461197,0.5508062767461197,Normal
MACD_Signal,US_GDP,0.5493525637963077,0.5493525637963077,Normal
S&P500,KR_CPI,0.5462052176394557,0.5462052176394557,Normal
MACD_Signal,US_M2,0.5416854757790545,0.5416854757790545,Normal
TaiwanWeighted,KR_GDP,0.5401476720078572,0.5401476720078572,Normal
US_M2,US_CPI,0.5363650712943571,0.5363650712943571,Normal
MACD,US_M2,0.5223868655451697,0.5223868655451697,Normal
MACD,US_GDP,0.5209331243520304,0.5209331243520304,Normal
KR_CPI,KR_Spread_10Y_3Y,-0.5083416807663798,0.5083416807663798,Normal
MACD_Signal,US_CPI,0.5075638705597618,0.5075638705597618,Normal
USD_KRW,Dollar_Index,0.5075289035027637,0.5075289035027637,Normal
US_Interest_Rate_10Y,KR_Spread_10Y_3Y,-0.5073005340011608,0.5073005340011608,Normal
USD_KRW,KR_Interest_Rate_10Y,0.500001261366119,0.500001261366119,Normal
Return,Net_Purchase_Financial_Investment,0.4983265293664542,0.4983265293664542,Normal
Log_Return,Net_Purchase_Financial_Investment,0.49639046872410303,0.49639046872410303,Normal
RSI_14,MACD_Signal,0.494274589521639,0.494274589521639,Normal
Volatility_20,Transaction_Value,0.4940934600447488,0.4940934600447488,Normal
Low,US_Spread_10Y_3Y,0.49365303853149906,0.49365303853149906,Normal
Open,US_Spread_10Y_3Y,0.49139396174033423,0.49139396174033423,Normal
Transaction_Value,US_M2,0.4892193464248356,0.4892193464248356,Normal
High,US_Spread_10Y_3Y,0.4884770273556574,0.4884770273556574,Normal
MACD,US_CPI,0.4834097404454989,0.4834097404454989,Normal
USD_KRW,KR_Interest_Rate_3Y,0.4821966993303625,0.4821966993303625,Normal
KR_GDP,KR_Interest_Rate_3Y,0.4806436023257836,0.4806436023257836,Normal
S&P500,US_Interest_Rate_10Y,0.4787231787161453,0.4787231787161453,Normal
KR_GDP,KR_Interest_Rate_10Y,0.4762291028214639,0.4762291028214639,Normal
Volatility_20,USD_KRW,0.4681627084550055,0.4681627084550055,Normal
ATR_14,US_GDP,0.4653948430007421,0.4653948430007421,Normal
Volume,Transaction_Value,0.4616187819726855,0.4616187819726855,Normal
S&P500,US_Spread_10Y_3Y,0.46070670779125045,0.46070670779125045,Normal
TaiwanWeighted,KR_CPI,0.4544027501709129,0.4544027501709129,Normal
ATR_14,USD_KRW,0.451126342262922,0.451126342262922,Normal
Volatility_20,S&P500,0.45042131297949417,0.45042131297949417,Normal
Volatility_20,US_GDP,0.44981676357629824,0.44981676357629824,Normal
Low,KR_Spread_10Y_3Y,0.4447841762592715,0.4447841762592715,Normal
Volume,KR_Spread_10Y_3Y,0.4428965990386806,0.4428965990386806,Normal
US_CPI,KR_Interest_Rate_10Y,0.4421841812085758,0.4421841812085758,Normal
Open,KR_Spread_10Y_3Y,0.4419003604143374,0.4419003604143374,Normal
Volatility_20,US_CPI,0.44096964387224186,0.44096964387224186,Normal
Log_Return,Net_Purchase_Foreigner,0.44096214098678016,0.44096214098678016,Normal
Low,Dollar_Index,-0.4397335616381884,0.4397335616381884,Normal
Return,Net_Purchase_Foreigner,0.4391066913147891,0.4391066913147891,Normal
High,KR_Spread_10Y_3Y,0.4388282673186979,0.4388282673186979,Normal
ATR_14,US_CPI,0.4385729806097203,0.4385729806097203,Normal
TaiwanWeighted,US_Spread_10Y_3Y,0.4370758964808035,0.4370758964808035,Normal
Open,Dollar_Index,-0.4363654580126936,0.4363654580126936,Normal
High,US_GDP,0.43491618323157955,0.43491618323157955,Normal
Open,US_GDP,0.43272782149722044,0.43272782149722044,Normal
High,Dollar_Index,-0.4322546883041971,0.4322546883041971,Normal
Low,US_GDP,0.4317362784507829,0.4317362784507829,Normal
MACD_Signal,USD_KRW,0.43126783568616617,0.43126783568616617,Normal
US_CPI,KR_Interest_Rate_3Y,0.4274831745888346,0.4274831745888346,Normal
US_Interest_Rate_10Y,US_Spread_10Y_3Y,-0.4168712592678076,0.4168712592678076,Normal
Dollar_Index,KR_GDP,0.4121552346027563,0.4121552346027563,Normal
Volume,US_UNRATE,0.4111270009600082,0.4111270009600082,Normal
Low,US_UNRATE,0.4105765741415246,0.4105765741415246,Normal
Volume,KR_CPI,-0.4097541814706683,0.4097541814706683,Normal
Volume,US_Interest_Rate_3Y,-0.4087569538854572,0.4087569538854572,Normal
Open,US_UNRATE,0.4073600503812544,0.4073600503812544,Normal
High,US_UNRATE,0.4037204746006626,0.4037204746006626,Normal
Volume,Dollar_Index,-0.40150472711640317,0.40150472711640317,Normal
MACD,USD_KRW,0.39973786278336576,0.39973786278336576,Normal
Transaction_Value,US_Spread_10Y_3Y,0.3983169524884927,0.3983169524884927,Normal
TaiwanWeighted,US_Interest_Rate_10Y,0.39606725228124195,0.39606725228124195,Normal
KR_CPI,US_Spread_10Y_3Y,-0.38640823621358156,0.38640823621358156,Normal
Transaction_Value,KR_Spread_10Y_3Y,0.38636635514614187,0.38636635514614187,Normal
RSI_14,Nikkei225,0.3803106957063086,0.3803106957063086,Normal
High,US_CPI,0.3728531370239003,0.3728531370239003,Normal
Volatility_20,MACD_Signal,0.3710602419269707,0.3710602419269707,Normal
Transaction_Value,Dollar_Index,-0.37037748434451984,0.37037748434451984,Normal
Open,US_CPI,0.3702083041122148,0.3702083041122148,Normal
Low,US_CPI,0.3687176101706499,0.3687176101706499,Normal
Volume,US_Interest_Rate_10Y,-0.36827583605882674,0.36827583605882674,Normal
Transaction_Value,US_UNRATE,0.36537441632967976,0.36537441632967976,Normal
KR_GDP,KR_Spread_10Y_3Y,-0.36466983347279547,0.36466983347279547,Normal
RSI_14,S&P500,0.3631872250913443,0.3631872250913443,Normal
Transaction_Value,US_GDP,0.36081624894102915,0.36081624894102915,Normal
S&P500,US_UNRATE,0.3602222018195793,0.3602222018195793,Normal
Open,Volume,0.35622947585535636,0.35622947585535636,Normal
Volume,KR_GDP,-0.35593745564805485,0.35593745564805485,Normal
High,Volume,0.3559177715657307,0.3559177715657307,Normal
Low,Volume,0.35419468855596353,0.35419468855596353,Normal
TaiwanWeighted,US_UNRATE,0.35369058720313373,0.35369058720313373,Normal
US_UNRATE,KR_CPI,-0.353615577374237,0.353615577374237,Normal
RSI_14,TaiwanWeighted,0.35025288428996304,0.35025288428996304,Normal
Dollar_Index,US_CPI,0.34749980381843865,0.34749980381843865,Normal
US_GDP,KR_Interest_Rate_10Y,0.34730478189886066,0.34730478189886066,Normal
US_Interest_Rate_10Y,US_UNRATE,-0.34726463450439254,0.34726463450439254,Normal
VIX,KR_GDP,-0.3470593850737779,0.3470593850737779,Normal
Transaction_Value,Net_Purchase_Foreigner,-0.34563120062743286,0.34563120062743286,Normal
MACD_Signal,KR_GDP,0.33763778433952063,0.33763778433952063,Normal
Low,RSI_14,0.3373172525630459,0.3373172525630459,Normal
High,USD_KRW,0.33607353126003014,0.33607353126003014,Normal
US_M2,US_Spread_10Y_3Y,0.3358259628091633,0.3358259628091633,Normal
RSI_14,Transaction_Value,0.3341406453078204,0.3341406453078204,Normal
Open,USD_KRW,0.33274558670367155,0.33274558670367155,Normal
High,RSI_14,0.33098337387335375,0.33098337387335375,Normal
Open,RSI_14,0.33059971530621574,0.33059971530621574,Normal
Low,USD_KRW,0.33036495242038155,0.33036495242038155,Normal
Nikkei225,US_Interest_Rate_3Y,0.32880428281886726,0.32880428281886726,Normal
Volume,US_Spread_10Y_3Y,0.3230982365909169,0.3230982365909169,Normal
MACD_Signal,Net_Purchase_Foreigner,-0.3229653650961121,0.3229653650961121,Normal
ATR_14,Net_Purchase_Foreigner,-0.321259037851621,0.321259037851621,Normal
RSI_14,US_GDP,0.3203722357417698,0.3203722357417698,Normal
US_GDP,KR_Interest_Rate_3Y,0.31866523184801326,0.31866523184801326,Normal
MACD,KR_GDP,0.3174707007379337,0.3174707007379337,Normal
RSI_14,VIX,-0.3173958650607974,0.3173958650607974,Normal
Open,Net_Purchase_Foreigner,-0.3164400479115044,0.3164400479115044,Normal
Nikkei225,US_Spread_10Y_3Y,0.31558234525262263,0.31558234525262263,Normal
MACD_Signal,KR_CPI,0.31529854367909727,0.31529854367909727,Normal
VIX,US_M2,0.3149837151189855,0.3149837151189855,Normal
High,Net_Purchase_Foreigner,-0.3125784466108321,0.3125784466108321,Normal
Volatility_20,MACD,0.3094668216190788,0.3094668216190788,Normal
Transaction_Value,US_CPI,0.30697116592303986,0.30697116592303986,Normal
Low,Net_Purchase_Financial_Investment,0.3064244656806492,0.3064244656806492,Normal
Volume,US_CPI,-0.3063940673462322,0.3063940673462322,Normal
USD_KRW,KR_Spread_10Y_3Y,-0.30339063063582594,0.30339063063582594,Normal
Low,Net_Purchase_Foreigner,-0.30251562861187287,0.30251562861187287,Normal
RSI_14,US_CPI,0.3014675858130776,0.3014675858130776,Normal
Nikkei225,VIX,-0.3006534556201194,0.3006534556201194,Normal
High,Net_Purchase_Financial_Investment,0.30032444987752793,0.30032444987752793,Normal
TaiwanWeighted,KR_Spread_10Y_3Y,0.2986849319077083,0.2986849319077083,Normal
MACD,KR_CPI,0.29762731279127863,0.29762731279127863,Normal
ATR_14,Volume,0.2968157210238996,0.2968157210238996,Normal
Open,Net_Purchase_Financial_Investment,0.2965166901532154,0.2965166901532154,Normal
S&P500,VIX,-0.2944536218580435,0.2944536218580435,Normal
ATR_14,US_Spread_10Y_3Y,0.294061367054669,0.294061367054669,Normal
MACD_Signal,US_Interest_Rate_10Y,0.2905227709821214,0.2905227709821214,Normal
MACD,Net_Purchase_Foreigner,-0.29023345388976757,0.29023345388976757,Normal
MACD,Net_Purchase_Investment_Trust,-0.28969647769237417,0.28969647769237417,Normal
S&P500,KR_Spread_10Y_3Y,0.2858155012572439,0.2858155012572439,Normal
Volume,USD_KRW,-0.2806997192189503,0.2806997192189503,Normal
VIX,KR_CPI,-0.2761661841470739,0.2761661841470739,Normal
Net_Purchase_Financial_Investment,Nikkei225,0.27593302440845624,0.27593302440845624,Normal
Volatility_20,KR_GDP,0.27585042267367726,0.27585042267367726,Normal
Net_Purchase_Financial_Investment,TaiwanWeighted,0.27554650500694156,0.27554650500694156,Normal
Nikkei225,US_UNRATE,0.27552595800523494,0.27552595800523494,Normal
MACD,US_Interest_Rate_10Y,0.2749021974588678,0.2749021974588678,Normal
US_CPI,KR_Spread_10Y_3Y,-0.27200900467948086,0.27200900467948086,Normal
Volatility_20,VIX,0.27054099665814174,0.27054099665814174,Normal
Volatility_20,Net_Purchase_Foreigner,-0.2702898801359024,0.2702898801359024,Normal
US_M2,KR_GDP,0.2694138463887331,0.2694138463887331,Normal
Transaction_Value,USD_KRW,0.2671257163128313,0.2671257163128313,Normal
Volume,US_GDP,-0.26626002740502663,0.26626002740502663,Normal
Volatility_20,KR_CPI,0.2647116675692006,0.2647116675692006,Normal
Volume,KR_Interest_Rate_3Y,-0.2606976396231141,0.2606976396231141,Normal
Log_Return,Net_Purchase_Investment_Trust,0.2605305322022296,0.2605305322022296,Normal
Return,Net_Purchase_Investment_Trust,0.26013361086360076,0.26013361086360076,Normal
Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund,0.25891551540617574,0.25891551540617574,Normal
US_M2,KR_CPI,0.25781199179648273,0.25781199179648273,Normal
Log_Return,RSI_14,0.256134387433545,0.256134387433545,Normal
Return,RSI_14,0.2558057889434491,0.2558057889434491,Normal
Volume,Volume_ROC,0.25338274613556633,0.25338274613556633,Normal
ATR_14,Net_Purchase_Financial_Investment,0.2531395930437617,0.2531395930437617,Normal
Net_Purchase_Foreigner,TaiwanWeighted,-0.2516227785107955,0.2516227785107955,Normal
MACD,Net_Purchase_Financial_Investment,0.25060741028369476,0.25060741028369476,Normal
MACD_Signal,US_Spread_10Y_3Y,0.2474468434430558,0.2474468434430558,Normal
Volatility_20,US_Interest_Rate_10Y,0.24736265738862034,0.24736265738862034,Normal
Transaction_Value,Net_Purchase_Investment_Trust,-0.24707611274129068,0.24707611274129068,Normal
KR_GDP,US_Spread_10Y_3Y,-0.2432866565657753,0.2432866565657753,Normal
RSI_14,US_M2,0.24180240707935255,0.24180240707935255,Normal
MACD_Signal,Net_Purchase_Investment_Trust,-0.24144562632697855,0.24144562632697855,Normal
VIX,US_GDP,-0.23975752970408395,0.23975752970408395,Normal
ATR_14,KR_GDP,0.23565864858937427,0.23565864858937427,Normal
Dollar_Index,US_GDP,0.23382763703051912,0.23382763703051912,Normal
MACD,US_Spread_10Y_3Y,0.23307818279122083,0.23307818279122083,Normal
US_UNRATE,KR_GDP,-0.23221318940083116,0.23221318940083116,Normal
Volatility_20,KR_Interest_Rate_10Y,0.23061927503114432,0.23061927503114432,Normal
VIX,US_Interest_Rate_10Y,-0.229867648088818,0.229867648088818,Normal
US_M2,US_Interest_Rate_10Y,0.22854882621014225,0.22854882621014225,Normal
MACD_Signal,US_UNRATE,0.2280393289896695,0.2280393289896695,Normal
MACD_Signal,Volume,0.226559683717318,0.226559683717318,Normal
MACD_Signal,Net_Purchase_Financial_Investment,0.22567923567883208,0.22567923567883208,Normal
MACD_Signal,Dollar_Index,-0.22237905987632492,0.22237905987632492,Normal
US_M2,KR_Spread_10Y_3Y,0.22133624831045828,0.22133624831045828,Normal
ATR_14,KR_Spread_10Y_3Y,0.22110565705027427,0.22110565705027427,Normal
Net_Purchase_Financial_Investment,S&P500,0.21980843009123852,0.21980843009123852,Normal
Transaction_Value,Net_Purchase_Financial_Investment,0.2196246584738299,0.2196246584738299,Normal
TaiwanWeighted,Dollar_Index,-0.21942558239716167,0.21942558239716167,Normal
S&P500,US_Interest_Rate_3Y,0.2189768153328569,0.2189768153328569,Normal
MACD,Net_Purchase_Pension_Fund,-0.2162626588964609,0.2162626588964609,Normal
MACD,Dollar_Index,-0.21588115300964264,0.21588115300964264,Normal
RSI_14,KR_CPI,0.21557147956968442,0.21557147956968442,Normal
RSI_14,KR_GDP,0.2148621744794127,0.2148621744794127,Normal
MACD_Signal,KR_Spread_10Y_3Y,0.21431477864263132,0.21431477864263132,Normal
Low,Net_Purchase_Pension_Fund,-0.21381055246973923,0.21381055246973923,Normal
Open,Net_Purchase_Pension_Fund,-0.21366170953127775,0.21366170953127775,Normal
MACD,Volume,0.21148792491113552,0.21148792491113552,Normal
High,Net_Purchase_Pension_Fund,-0.21108686945486607,0.21108686945486607,Normal
MACD,KR_Spread_10Y_3Y,0.2095304761781134,0.2095304761781134,Normal
MACD,VIX,-0.2094940773692816,0.2094940773692816,Normal
Open,Net_Purchase_Investment_Trust,-0.20894183367280936,0.20894183367280936,Normal
VIX,US_CPI,-0.20853287263641318,0.20853287263641318,Normal
MACD,US_UNRATE,0.207983588638824,0.207983588638824,Normal
ATR_14,KR_CPI,0.20771978033427782,0.20771978033427782,Normal
ATR_14,KR_Interest_Rate_10Y,0.2072924083160417,0.2072924083160417,Normal
High,Net_Purchase_Investment_Trust,-0.20534892058102355,0.20534892058102355,Normal
Low,Net_Purchase_Investment_Trust,-0.20471671846391218,0.20471671846391218,Normal
MACD_Signal,Net_Purchase_Pension_Fund,-0.20153814958060942,0.20153814958060942,Normal
Net_Purchase_Financial_Investment,US_M2,0.20143921067034096,0.20143921067034096,Normal
Net_Purchase_Investment_Trust,TaiwanWeighted,-0.19810106421165807,0.19810106421165807,Normal
Net_Purchase_Foreigner,Nikkei225,-0.19700630983180126,0.19700630983180126,Normal
RSI_14,US_Interest_Rate_10Y,0.19631256961091956,0.19631256961091956,Normal
RSI_14,USD_KRW,0.19628885731964366,0.19628885731964366,Normal
TaiwanWeighted,VIX,-0.19386686880348786,0.19386686880348786,Normal
Net_Purchase_Investment_Trust,Nikkei225,-0.19164109141978072,0.19164109141978072,Normal
Net_Purchase_Foreigner,US_M2,-0.18987572211814074,0.18987572211814074,Normal
Transaction_Value,Net_Purchase_Pension_Fund,-0.18976627297451756,0.18976627297451756,Normal
ATR_14,Dollar_Index,-0.18814933082693192,0.18814933082693192,Normal
Volatility_20,US_Spread_10Y_3Y,0.18761253121421873,0.18761253121421873,Normal
Volatility_20,Net_Purchase_Financial_Investment,0.18761251865313355,0.18761251865313355,Normal
Net_Purchase_Pension_Fund,Dollar_Index,0.18647019781323182,0.18647019781323182,Normal
S&P500,Dollar_Index,-0.18388439895315722,0.18388439895315722,Normal
ATR_14,US_UNRATE,0.18386294812846457,0.18386294812846457,Normal
ATR_14,US_Interest_Rate_10Y,0.18342927049388982,0.18342927049388982,Normal
VIX,US_Interest_Rate_3Y,-0.18313777757750038,0.18313777757750038,Normal
Volatility_20,Volume,0.18230235069253836,0.18230235069253836,Normal
USD_KRW,US_UNRATE,-0.181450693792887,0.181450693792887,Normal
VIX,US_UNRATE,-0.18021884614818098,0.18021884614818098,Normal
Net_Purchase_Financial_Investment,US_GDP,0.17673103187462436,0.17673103187462436,Normal
Nikkei225,KR_Spread_10Y_3Y,0.17523380335071645,0.17523380335071645,Normal
RSI_14,Net_Purchase_Investment_Trust,-0.1733544115130347,0.1733544115130347,Normal
Net_Purchase_Investment_Trust,S&P500,-0.17294456523231988,0.17294456523231988,Normal
MACD_Signal,VIX,-0.1722894907025063,0.1722894907025063,Normal
Volume,KR_Interest_Rate_10Y,-0.17105293413881825,0.17105293413881825,Normal
RSI_14,Net_Purchase_Financial_Investment,0.1702135681109976,0.1702135681109976,Normal
Nikkei225,KR_Interest_Rate_10Y,0.16939862481257806,0.16939862481257806,Normal
Net_Purchase_Foreigner,VIX,-0.16767522694333323,0.16767522694333323,Normal
Net_Purchase_Financial_Investment,US_CPI,0.16497475046010154,0.16497475046010154,Normal
Low,Return,0.16279110567490618,0.16279110567490618,Normal
High,KR_GDP,0.1627565417678887,0.1627565417678887,Normal
TaiwanWeighted,US_Interest_Rate_3Y,0.16133674374298457,0.16133674374298457,Normal
MACD_Signal,KR_Interest_Rate_10Y,0.16102242966545796,0.16102242966545796,Normal
Open,KR_GDP,0.160432243831162,0.160432243831162,Normal
Return,Nikkei225,0.15975295251065508,0.15975295251065508,Normal
Low,KR_GDP,0.15924746920018804,0.15924746920018804,Normal
ATR_14,VIX,0.15896432927750714,0.15896432927750714,Normal
Volatility_20,KR_Interest_Rate_3Y,0.1586117742782282,0.1586117742782282,Normal
Net_Purchase_Foreigner,S&P500,-0.15774929490541234,0.15774929490541234,Normal
Low,Log_Return,0.15505335422290384,0.15505335422290384,Normal
MACD,KR_Interest_Rate_10Y,0.1543071001512239,0.1543071001512239,Normal
Return,TaiwanWeighted,0.15413069569163262,0.15413069569163262,Normal
High,Return,0.1540732657877351,0.1540732657877351,Normal
Net_Purchase_Foreigner,Net_Purchase_Investment_Trust,0.15365455714814702,0.15365455714814702,Normal
Log_Return,Nikkei225,0.15312060762759858,0.15312060762759858,Normal
US_GDP,KR_Spread_10Y_3Y,-0.1530992572217869,0.1530992572217869,Normal
US_CPI,US_UNRATE,-0.1523370704792612,0.1523370704792612,Normal
