Variable1,Variable2,Correlation,AbsCorrelation,Flag
Net_Purchase_Investment_Trust,Dollar_Index,0.03623294521414579,0.03623294521414579,Normal
Net_Purchase_Investment_Trust,KR_Spread_10Y_3Y,-0.035741951346363716,0.035741951346363716,Normal
Log_Return,US_UNRATE,0.03514455126815174,0.03514455126815174,Normal
VIX,KR_Interest_Rate_10Y,0.033394738355844014,0.033394738355844014,Normal
Return,US_Interest_Rate_3Y,0.03332423291385649,0.03332423291385649,Normal
Net_Purchase_Investment_Trust,KR_Interest_Rate_10Y,-0.03275400098625708,0.03275400098625708,Normal
Log_Return,US_Interest_Rate_3Y,0.03221376422089886,0.03221376422089886,Normal
Volume,US_M2,-0.032032825329047505,0.032032825329047505,Normal
Log_Return,Volume,-0.03185688911630209,0.03185688911630209,Normal
Volume_ROC,Net_Purchase_Financial_Investment,-0.030562761472037587,0.030562761472037587,Normal
Open,KR_Interest_Rate_10Y,0.030107171027511072,0.030107171027511072,Normal
US_GDP,US_UNRATE,-0.029933754775254222,0.029933754775254222,Normal
Net_Purchase_Foreigner,US_Interest_Rate_3Y,0.02987594194409635,0.02987594194409635,Normal
Net_Purchase_Foreigner,Net_Purchase_Financial_Investment,0.028070725544506157,0.028070725544506157,Normal
Return,Net_Purchase_Pension_Fund,0.028050536211760364,0.028050536211760364,Normal
Log_Return,Net_Purchase_Pension_Fund,0.027611545612863733,0.027611545612863733,Normal
Volatility_20,RSI_14,0.027491529845643962,0.027491529845643962,Normal
Net_Purchase_Financial_Investment,US_Interest_Rate_3Y,0.027055843959752832,0.027055843959752832,Normal
Return,Volume,-0.02669914202391557,0.02669914202391557,Normal
Net_Purchase_Financial_Investment,KR_Interest_Rate_3Y,0.026133100852761656,0.026133100852761656,Normal
Volume_ROC,Net_Purchase_Investment_Trust,-0.025384987493393213,0.025384987493393213,Normal
Volatility_20,Net_Purchase_Investment_Trust,-0.023314245787871165,0.023314245787871165,Normal
RSI_14,KR_Interest_Rate_3Y,-0.022366956442294805,0.022366956442294805,Normal
VIX,KR_Interest_Rate_3Y,0.022173274151273122,0.022173274151273122,Normal
US_M2,KR_Interest_Rate_3Y,-0.01929893777403589,0.01929893777403589,Normal
Net_Purchase_Pension_Fund,S&P500,0.01898498508959688,0.01898498508959688,Normal
Net_Purchase_Pension_Fund,US_M2,-0.01869740230973216,0.01869740230973216,Normal
Volume_ROC,Net_Purchase_Pension_Fund,0.016227744420410087,0.016227744420410087,Normal
Net_Purchase_Investment_Trust,KR_Interest_Rate_3Y,-0.015886107138184224,0.015886107138184224,Normal
VIX,KR_Spread_10Y_3Y,0.015272173632840533,0.015272173632840533,Normal
Return,KR_Interest_Rate_10Y,0.015163760574670553,0.015163760574670553,Normal
Volume_ROC,KR_Interest_Rate_10Y,0.015042178808226937,0.015042178808226937,Normal
US_GDP,US_Spread_10Y_3Y,0.013475800185497893,0.013475800185497893,Normal
USD_KRW,VIX,-0.01324203234493277,0.01324203234493277,Normal
Net_Purchase_Pension_Fund,KR_Interest_Rate_3Y,-0.013197890424927479,0.013197890424927479,Normal
Log_Return,KR_Interest_Rate_10Y,0.01257864069659596,0.01257864069659596,Normal
