Target,Open,Return,Volatility_20,RSI_14,MACD_Signal
1,2758.310059,0.002068507,0.011113855,63.97960631,-10.26201425
1,2743.23999,0.003971949,0.011134524,71.00202715,-7.213898012
0,2745.850098,-0.006454701,0.010665551,70.33686403,-4.590725258
1,2729.860107,0.00658788,0.010361032,80.23326178,-2.072972616
1,2765.5,0.000471391,0.00869721,76.42895408,0.272186232
0,2739.070068,-0.008759757,0.008539435,61.38077919,1.999992177
0,2714.699951,-0.014321569,0.007957416,47.27380729,2.620787226
1,2706.639893,0.001680275,0.007766711,53.80894079,2.581482963
0,2687.540039,-0.002699534,0.007655633,45.07518626,2.00831349
0,2674.169922,-0.009780583,0.007703239,30.24805387,0.705756067
1,2677.530029,0.01864809,0.008133416,46.96837543,-0.193881147
1,2719.340088,8.1e-05,0.007617582,46.9439253,-0.789863913
0,2695.52002,-0.00760107,0.00775218,42.94258029,-1.491936423
0,2685.040039,-0.001057134,0.007549626,39.53552429,-2.265771348
1,2707.76001,0.009535065,0.007588138,44.40061651,-2.629147395
0,2718.48999,-7.35e-05,0.00728408,41.81441213,-2.713404744
1,2725.709961,0.003501694,0.007320525,47.46622196,-2.460228239
0,2704.719971,-0.008613707,0.007569774,38.69018202,-2.378148081
0,2676.669922,-0.017591564,0.008497247,31.86578008,-3.161302653
1,2674.0,0.004207614,0.008496932,37.57263337,-4.26013691
0,2630.580078,-0.010961994,0.008721438,39.01437061,-5.956187325
1,2656.540039,0.010772749,0.009087372,44.17535737,-7.470493181
1,2669.179932,0.010331832,0.009387575,50.32210347,-8.33477125
0,2669.209961,-0.002820021,0.00923202,53.64323423,-8.8485761
0,2690.159912,-0.002600975,0.009226685,42.53140445,-9.207130144
0,2690.449951,-0.001078133,0.009063012,41.97558795,-9.474701631
0,2650.889893,-0.012347038,0.008917587,39.94303487,-10.17707964
0,2590.129883,-0.018131885,0.009691502,33.9659812,-11.85698398
0,2586.52002,-0.001652201,0.00969011,27.3893281,-14.10294013
0,2569.5,-0.016275288,0.010077198,23.81755015,-17.22692227
1,2570.01001,0.021238514,0.010363881,33.09331918,-19.83411638
0,2624.689941,-0.002941323,0.010352296,34.58766345,-22.05772781
1,2603.580078,0.009188957,0.010571767,44.39111488,-23.49340745
1,2634.75,0.002114164,0.01060124,43.41534404,-24.21803169
0,2576.23999,-0.012810415,0.010587683,42.83039241,-24.94050123
1,2605.780029,0.018111031,0.011520466,45.9052123,-24.8178437
1,2651.629883,0.003065159,0.011510979,42.66317969,-23.98627319
0,2638.939941,-0.015679565,0.011850826,38.630909,-23.36155656
1,2621.75,0.004355495,0.011309372,41.29258977,-22.66491461
0,2616.98999,-0.001822552,0.011250508,41.07990139,-21.98415533
1,2640.75,0.009799268,0.011241079,49.09665825,-20.8904966
1,2662.310059,0.011982283,0.011304188,60.7115745,-19.0434413
1,2666.879883,0.006083168,0.011141413,63.25567891,-16.51849391
0,2670.73999,-0.010018956,0.01134813,66.11623036,-14.09270175
1,2679.570068,0.004385091,0.01138831,61.2410975,-11.63807499
0,2659.27002,-0.016591398,0.011975719,54.4814052,-9.974462538
0,2633.530029,-7.24e-05,0.011668275,50.92583209,-8.874152325
0,2618.919922,-0.000270343,0.010878225,49.91104291,-8.175690146
0,2596.370117,-0.011262807,0.011192011,50.58938143,-8.218848294
0,2550.209961,-0.035194406,0.013334229,30.4029949,-10.16344201
0,2472.959961,-0.004607703,0.012309183,27.77183039,-13.35882994
0,2490.01001,-0.01828746,0.012837072,27.4493634,-17.86759967
1,2481.659912,0.001646671,0.012571586,25.90599351,-22.85819388
0,2409.719971,-0.004275083,0.012506947,25.48311674,-28.00427467
0,2449.889893,-0.020442988,0.012922254,16.98472635,-33.71034176
1,2402.98999,0.007486272,0.012173883,13.82665518,-39.10586077
0,2417.110107,-0.027447819,0.013081222,8.187262566,-44.98966604
0,2347.840088,-0.012160606,0.012965881,8.155851793,-51.22308148
1,2327.110107,0.022589801,0.01427471,16.40108864,-56.39801477
1,2383.199951,0.014924289,0.014940836,24.69781056,-59.94618375
1,2405.199951,0.008397518,0.014875647,27.9851617,-61.83029479
0,2387.100098,-0.018207456,0.014681985,25.58942264,-63.1353059
0,2368.570068,-0.019070769,0.014698073,24.81677662,-64.58857374
0,2342.919922,-0.01166917,0.014720823,28.28850224,-66.34565163
0,2310.72998,-0.002203431,0.014522215,28.69278871,-68.13087348
1,2322.110107,0.018014702,0.015393593,38.21113482,-69.02371703
0,2330.110107,-0.021253072,0.015720125,33.8539745,-69.94716339
1,2308.969971,0.018437969,0.016645174,39.84964013,-70.00772492
1,2352.48999,0.007000085,0.016831886,45.89094678,-69.10401388
0,2357.429932,-0.004398895,0.015185089,42.9111353,-67.65075755
0,2330.879883,-0.009618552,0.015248352,47.15773261,-66.13418327
1,2324.449951,0.004681286,0.014939678,51.68900903,-64.3335837
0,2316.409912,-0.002701199,0.014907978,44.12794451,-62.40307764
1,2335.120117,0.003728992,0.014970697,39.87672437,-60.21195594
1,2350.47998,0.01899202,0.01502573,43.74598646,-57.12881011
0,2367.52002,-0.001801928,0.014915343,48.9511719,-53.58626167
1,2406.290039,0.006697734,0.013557131,58.8813808,-49.56598275
1,2387.909912,0.009346969,0.013309413,67.2738744,-44.98811032
0,2405.370117,-0.006649629,0.012535442,64.90902587,-40.45378177
1,2385.649902,0.004408455,0.012121521,61.04231458,-35.92392045
1,2397.27002,0.003856579,0.011999766,75.21573378,-31.4045463
1,2412.52002,0.00106511,0.011210482,70.30075326,-27.01607711
1,2437.570068,0.008172115,0.010267175,70.79684443,-22.56319229
1,2453.530029,0.006664551,0.009768902,76.55538536,-17.99299466
1,2444.050049,0.000305935,0.00971347,85.83147846,-13.53586944
0,2451.0,-0.005150324,0.009237423,79.29797793,-9.553917121
1,2438.560059,0.008948046,0.007499379,83.9358152,-5.70847692
1,2478.439941,0.004737109,0.006667041,84.16754018,-1.951142446
1,2481.429932,0.007152913,0.006672021,81.84777708,1.840683115
1,2481.169922,0.000923418,0.006468185,84.03281878,5.487853907
1,2493.570068,0.004155414,0.005720596,83.52598641,9.005944811
0,2493.699951,-0.009019548,0.006400901,70.58789725,11.87792847
1,2507.73999,0.017292311,0.006957191,82.48783911,14.85176509
1,2519.659912,0.001648286,0.006979497,81.91299375,17.76606652
1,2543.050049,0.002207362,0.006058421,81.56353307,20.53881438
0,2536.570068,-0.006729787,0.006367799,74.56438251,22.7586515
0,2499.300049,-0.003345926,0.006455482,68.74422313,24.32936085
0,2510.719971,-0.006124323,0.006519416,60.65606076,25.11035722
0,2467.379883,-0.012111391,0.006991703,52.30119927,24.81654121
0,2449.310059,-0.011029406,0.0074858,49.09795366,23.3745735
1,2446.179932,0.004972555,0.007514826,46.92334766,21.42848728
1,2459.790039,0.012180048,0.007936078,50.84460937,19.69520862
1,2489.139893,0.001521851,0.00777048,47.89212092,18.20143405
0,2432.060059,-0.021821637,0.009182735,38.32642467,16.03082312
1,2441.209961,0.009905698,0.009470929,41.16460075,13.89677858
1,2433.469971,0.008617185,0.009576629,48.5075175,12.20280884
0,2443.0,-0.022831229,0.010730277,32.51658514,9.945191197
0,2427.699951,-0.00256672,0.010651245,30.96761548,7.331050408
0,2410.070068,-0.002378168,0.010465652,29.16158922,4.522357962
1,2409.719971,0.002637659,0.010495865,32.30731025,1.829805635
0,2395.659912,-0.01392522,0.010747002,29.81564214,-1.188405903
1,2393.27002,0.003290638,0.010711079,32.97745672,-4.125041449
1,2418.590088,0.02737095,0.011808434,48.16691046,-5.806016311
0,2390.469971,-0.015562153,0.012195488,46.71841622,-7.206799022
0,2416.01001,-0.003976845,0.012152022,43.69787974,-8.495105981
0,2387.560059,-0.007931472,0.012176423,36.54823711,-9.929950476
0,2388.72998,-0.011381712,0.012331755,33.26304138,-11.7914782
1,2373.639893,0.00517485,0.012445137,41.12399257,-13.6014959
0,2351.540039,-0.008716826,0.012328726,34.24574936,-15.58264476
0,2319.699951,-0.006347921,0.012197998,28.36578985,-17.76940346
0,2331.330078,-0.018140838,0.012586417,29.66360494,-20.60493312
0,2260.800049,-0.030157231,0.013427461,24.64693306,-24.7533068
1,2224.389893,0.001314833,0.013421882,25.62630052,-29.40407373
0,2206.149902,-0.024538445,0.013615844,21.14316418,-34.92954587
1,2197.75,0.000755958,0.013217964,23.32100136,-40.60783688
0,2161.110107,-0.007112133,0.012760696,20.87781363,-46.23802817
1,2189.51001,0.025001226,0.013975362,18.51931028,-50.57775998
1,2248.850098,0.002643315,0.014060776,21.90403738,-53.67270874
1,2230.429932,0.010220266,0.014421673,27.36538792,-55.34166814
0,2217.840088,-0.002243223,0.014352224,28.46808326,-55.98331207
0,2193.02002,-0.018259265,0.014549514,27.39413707,-56.47028307
1,2191.350098,0.004744329,0.014591413,27.03310787,-56.54014869
0,2198.290039,-0.017979747,0.012947855,25.6807594,-56.84784437
1,2200.659912,0.022969448,0.01425183,35.52854158,-56.36629537
1,2187.169922,0.003236045,0.014351306,40.71784317,-55.17260429
1,2249.149902,0.013623397,0.014831194,54.26856561,-52.9869207
0,2249.350098,-0.005560128,0.014710058,51.94330957,-50.37287456
0,2225.530029,-0.008648211,0.014652551,57.76627018,-47.82127733
0,2210.590088,-0.002240653,0.014596421,56.64392446,-45.41287942
1,2248.26001,0.010410549,0.014866351,62.40658192,-42.74939667
0,2237.040039,-0.000487373,0.014369886,54.71709616,-39.98560914
1,2240.699951,0.006483014,0.0126673,56.11122263,-36.9815202
1,2266.070068,0.017434507,0.013204002,58.55684653,-33.27427421
0,2276.72998,-0.008904362,0.011958092,55.68231205,-29.56995719
1,2293.75,0.011113651,0.012111772,67.07477285,-25.5920524
1,2301.580078,0.018141646,0.012332873,70.20244654,-20.9290059
1,2326.050049,0.000706634,0.011341472,79.93809943,-16.0069419
0,2297.449951,-0.003295089,0.011423515,73.45344956,-11.26692252
1,2325.850098,0.008269045,0.011363301,74.6854835,-6.556523049
1,2360.219971,0.009947117,0.01142563,73.99937868,-1.723975162
1,2387.199951,0.011489213,0.010378347,80.08415568,3.370489961
1,2408.540039,0.01057501,0.010465152,87.56732535,8.759138932
0,2405.77002,-0.00914859,0.009586711,82.40290348,13.67586305
1,2466.899902,0.033689502,0.010793531,85.31596541,19.29907075
0,2485.179932,-0.003427089,0.010977306,83.54328959,24.8905521
1,2482.76001,0.002295345,0.01082773,83.12705021,30.2029266
0,2487.0,-0.001161187,0.010647006,80.2384038,34.94708954
0,2466.5,-0.013945811,0.011070987,76.75226369,38.4555343
1,2448.129883,0.000646804,0.010992436,74.9363037,40.94309764
0,2446.050049,-0.010218934,0.011419996,64.74042394,42.16853152
0,2405.959961,-0.005881372,0.011593202,61.45878835,42.21550619
1,2424.360107,0.005296699,0.011581243,64.63591704,41.62842439
1,2437.51001,0.009644323,0.011225686,65.10275313,40.95188255
0,2442.209961,-0.001421344,0.010918272,61.48364971,40.10603535
0,2425.050049,-0.01213773,0.011314852,51.59131968,38.6349092
1,2405.540039,0.010430671,0.010884843,51.54955353,37.16170531
1,2424.439941,0.016084614,0.011310925,61.4599543,36.3041859
1,2501.429932,0.00295651,0.011218844,49.28789878,35.91140131
0,2471.5,-0.018351994,0.012136454,42.53614647,35.02255894
0,2442.169922,-0.006165971,0.012104167,39.08314818,33.55009232
0,2397.699951,-0.01081302,0.012119551,36.07744806,31.29517299
0,2385.870117,-0.004324765,0.011885939,39.21227443,28.43158017
0,2386.899902,-0.004922751,0.011766545,37.28610431,25.08465055
1,2382.72998,0.007574591,0.00895455,44.592397,21.83959407
0,2373.580078,-0.00670563,0.009013742,44.31076809,18.523134
0,2385.050049,-0.00026132,0.008966247,41.59447559,15.2836623
1,2380.810059,0.011317695,0.009459927,42.34463192,12.65580694
0,2383.830078,-0.015954998,0.00961089,37.58436304,9.909476723
0,2329.75,-0.000402356,0.009600233,41.41490402,7.195114306
0,2350.780029,-0.003326284,0.009399653,34.60229329,4.501437207
0,2344.72998,-0.008026581,0.00946611,21.40630405,1.65045508
0,2346.389893,-0.001860072,0.009329742,18.63124664,-1.222674885
1,2340.0,0.011928135,0.009488329,32.58371433,-3.5130716
0,2325.860107,-0.018262609,0.010192311,28.94222729,-5.996827707
1,2312.540039,0.001491104,0.009971303,33.33625888,-8.402865197
1,2327.52002,0.006754079,0.009765733,39.2845039,-10.36522093
0,2296.449951,-0.02243669,0.009826069,33.46228929,-12.75804669
0,2265.72998,-0.019316385,0.010258236,24.56850405,-15.96896149
0,2249.949951,-0.004797881,0.009764961,25.00935784,-19.65911126
0,2230.97998,-0.003140623,0.009760691,24.48041763,-23.5229066
1,2205.97998,0.016811821,0.010688006,27.01282789,-26.64427912
1,2268.199951,0.003843085,0.010788038,32.92320078,-28.93763667
1,2253.399902,0.011180566,0.01119042,38.56849738,-30.12186724
1,2315.870117,0.026297275,0.012655904,49.72405242,-29.51941089
1,2348.040039,0.000476607,0.012581192,52.64222782,-27.74352404
1,2364.050049,0.003495911,0.012612224,54.43343268,-25.13087067
1,2376.719971,0.002360669,0.012338224,51.29700724,-21.98456233
1,2377.340088,0.008874885,0.011957084,62.04179021,-18.28371378
1,2390.060059,0.005770955,0.01201097,63.30161776,-14.16792987
0,2400.919922,-0.008529753,0.012162666,57.37898721,-10.30212744
0,2380.360107,-0.004652379,0.012059052,66.00605526,-6.948792274
1,2354.560059,0.005075336,0.01207965,79.68325988,-3.884838926
1,2380.0,0.006267979,0.011879995,84.37867163,-0.915989023
1,2426.580078,0.013906657,0.011305119,88.44561152,2.371150121
1,2436.179932,0.01650347,0.011722347,88.56208919,6.319515541
1,2474.52002,0.006226123,0.011714536,88.83341574,10.70616273
0,2484.639893,-0.013506352,0.010799854,77.60766185,14.5778882
